museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
2039,"Museo del Archivo General del Estado de Campeche","","2007-08-07","Secretaría de Gobierno de Campeche",4,"Campeche",2,"Campeche",333,"Campeche [Corralón de Grúas]","Calle 12 núm. 159","Centro","24000","(981) 816 09 39","http://agec.campeche.gob.mx/index.php/segob-campeche","","archivo.general@campeche.gob.mx","",-90.53696,19.84435,"http://sic.gob.mx/ficha.php?table=museo&table_id=2039","2021-01-12 08:29:58-06"
1918,"Guanal Museo Universitario de Ciencias y Artes","","2016-06-14","Universidad Autónoma del Carmen/Secretaría de Cultura de Campeche",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Calle 20 B núm.  88","Col. Guanal","24139","(938) 381 10 18","","","yggonzalez@delfin.unacar.mx","",-91.83227,18.63303,"http://sic.gob.mx/ficha.php?table=museo&table_id=1918","2021-07-01 05:21:52-05"
1408,"Museo Victoriano Nieves Céspedes ","Arqueología","1998-07-16","Ayuntamiento de Cd. del Carmen",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Calle 22 x 41 y 41 B","Centro","24100","(938) 382 13 87","https://inba.gob.mx/recinto/639","","","",-91.83906,18.64252,"http://sic.gob.mx/ficha.php?table=museo&table_id=1408","2021-08-20 04:08:07-05"
595,"Museo de Arqueología Maya del Camino Real, Hecelchakán","Arqueología","1965-08-16","Secretaría de Cultura/INAH",4,"Campeche",5,"Hecelchakán",1,"Hecelchakán","Calle 20 por calle 18 s/n","Centro","24800","(981) 816 91 36","","http://www.inah.gob.mx/es/red-de-museos/200-museo-arqueologico-de-hecelchakan","museos.camp@inah.gob.mx","",-90.13302,20.1781,"http://sic.gob.mx/ficha.php?table=museo&table_id=595","2020-03-02 03:44:04-06"
2204,"Museo de la Ciudad","","2021-08-05","Ayuntamiento de Palizada",4,"Campeche",7,"Palizada",1,"Palizada","Calle Miguel Hidalgo s/n","Centro","24200","","","","","",-92.09105,18.25359,"http://sic.gob.mx/ficha.php?table=museo&table_id=2204","2021-09-30 07:27:40-05"
1621,"Museo de la Naturaleza y Arqueología de Calakmul","Ciencia y tecnología","2010-01-01"," Secretaría de Turismo de Campeche",4,"Campeche",10,"Calakmul",161,"Nuevo Conhuás","Conhuas-Calakmul Zona Arqueológica km. 20","","24477","01 800 900 22 67 ","http://www.campeche.travel/museo-de-calakmul/","","nfernandez@campeche.gob.mx","",-89.89257,18.36893,"http://sic.gob.mx/ficha.php?table=museo&table_id=1621","2018-06-07 12:42:26-05"
1305,"Museo José Ángel Villarreal","Historia","1993-10-06","Ayuntamiento de Acuña",5,"Coahuila de Zaragoza",2,"Acuña",1,"Ciudad Acuña","Blvd. Adolfo López Mateos s/n ","Col. Benito Juárez","26230","(877) 773 30 29","","","direcciondearteyculturaacuna@gmail.com","",-100.94063,29.33027,"http://sic.gob.mx/ficha.php?table=museo&table_id=1305","2017-03-10 13:31:23-06"
1838,"Museo Cultural de Arteaga","Historia","2004-03-23","Ayuntamiento de Arteaga/Centro Cultural Coronel Lucio Dávila Rumayor",5,"Coahuila de Zaragoza",4,"Arteaga",1,"Arteaga","Miguel Hidalgo y Costilla 6 Poniente Norte","Col. Jardín","22350","(844) 483 00 82, 483 00 33 ext. 127","","","culturadearteaga@hotmail.com, museoculturaldearteaga@live.com.mx","",-100.85008,25.45051,"http://sic.gob.mx/ficha.php?table=museo&table_id=1838","2018-10-19 09:52:54-05"
1457,"Museo de las Momias de San Antonio de las Alazanas","Antropología","2010-10-31","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",4,"Arteaga",107,"San Antonio de las Alazanas","Othón Figueroa s/n","","25370","(844) 483 95 72","","","turismo_arteaga@hotmail.com","",-100.54934,25.25713,"http://sic.gob.mx/ficha.php?table=museo&table_id=1457","2018-09-25 07:10:43-05"
96,"Museo Casa Venustiano Carranza","Historia","1959-12-29","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",7,"Cuatro Ciénegas",1,"Cuatro Ciénegas de Carranza","Pte. Carranza Nte. 105","Centro","27640","(869) 696 13 75","","","museovczac.cienega@hotmail.com","",-102.06729,26.98752,"http://sic.gob.mx/ficha.php?table=museo&table_id=96","2019-09-18 05:28:19-05"
1884,"Museo de la Casa de la Cultura de Cuatro Ciénegas","","1994-10-05","Casa de la Cultura Cuatro Ciénegas, A.C.",5,"Coahuila de Zaragoza",7,"Cuatro Ciénegas",1,"Cuatro Ciénegas de Carranza","Hidalgo 401 Pte.","Zona Centro","27640","(869) 696 17 17","https://www.facebook.com/casadelacultura.cuatrocienegas","","cotibaca@hotmail.com","",-102.06953,26.98558,"http://sic.gob.mx/ficha.php?table=museo&table_id=1884","2018-11-14 07:24:18-06"
1832,"Museo Ejido San Juan de Boquillas","TND","1000-01-01","",5,"Coahuila de Zaragoza",7,"Cuatro Ciénegas",1,"Cuatro Ciénegas de Carranza","Carretera Cuatro Ciénegas - Monclova, Km. 15","Ejido San Juan de Boquillas","27650","(869) 696 12 24","","","","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1832","2017-03-10 13:20:51-06"
953,"Museo Comunitario de la Casa de la Cultura de Francisco I. Madero","Arqueología","1987-11-01","Ayuntamiento de Francisco I. Madero",5,"Coahuila de Zaragoza",9,"Francisco I. Madero",1,"Francisco I. Madero (Chávez)","Av. Vicente Guerrero s/n esq. Durango","Col. Benito Juárez","27900","(872) 773 02 92","","","casadelacultura.madero@hotmail.com","",-103.26909,25.77585,"http://sic.gob.mx/ficha.php?table=museo&table_id=953","2021-07-05 05:40:54-05"
951,"Museo Comunitario Casa de la Cultura","Arqueología","1987-09-01","Municipio de Francisco I. Madero",5,"Coahuila de Zaragoza",9,"Francisco I. Madero",1,"Francisco I. Madero (Chávez)","Vicente Guerrero s/n","Col. Benito Juárez","27900","(872) 773 02 92","","","casadelacultura.madero@hotmail.com","",-103.27063,25.767,"http://sic.gob.mx/ficha.php?table=museo&table_id=951","2017-04-26 11:47:07-05"
1630,"Museo de Historia Atlahuaco","Historia","2003-03-23","Particular",5,"Coahuila de Zaragoza",11,"General Cepeda",1,"General Cepeda","Francisco I. Madero esq.  Juárez","Centro","25950","842 425 03 25","","","atlahuacomuseo@gmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1630","2021-07-20 07:03:30-05"
85,"Museo Paleontológico de Rincón Colorado","Ciencia y tecnología","1988-05-01","Ayuntamiento de de General Cepeda",5,"Coahuila de Zaragoza",11,"General Cepeda",58,"Rincón Colorado","Km. 43.5 de la carretera Saltillo-Torreón","","25950","(842) 425 01 91","","","","",-101.33878,25.51413,"http://sic.gob.mx/ficha.php?table=museo&table_id=85","2019-07-11 04:44:09-05"
1686,"Museo Emilio Indio Fernández","Historia","2005-04-20","Ayuntamiento de Juárez",5,"Coahuila de Zaragoza",15,"Juárez",1,"Juárez","Juárez s/n","Centro","20450","861 613 52 69","","","chucho_corona@hotmail.com","",-100.72775,27.6069,"http://sic.gob.mx/ficha.php?table=museo&table_id=1686","2021-04-26 05:24:43-05"
33,"Museo Juarista","Historia","1963-09-04","Secretaría de Educación Pública del Estado de Coahuila",5,"Coahuila de Zaragoza",17,"Matamoros",1,"Matamoros","Zaragoza","Ejido Congregación Hidalgo","27468","(871) 749 10 00","","http://www.facebook.com/pages/Museo-Juarista/207489912633275","info@museojuarista.com.mx","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=33","2018-09-26 04:44:00-05"
960,"Museo  Municipal  Gral. Jesús González Herrera","Arqueología","1993-01-01","Ayuntamiento de Matamoros",5,"Coahuila de Zaragoza",17,"Matamoros",1,"Matamoros","Calle Pabellón 10","Centro","27446","(871) 749 10 13","","https://es-la.facebook.com/MuseoMunicipalGral.JesusGlzHerrera","museomatamoros@gmail.com","",-103.23002,25.52911,"http://sic.gob.mx/ficha.php?table=museo&table_id=960","2019-12-02 05:03:36-06"
898,"Museo Biblioteca Harold R. Pape","Arte","1977-08-14","Campo San Antonio Fundación Pape, A.C.",5,"Coahuila de Zaragoza",18,"Monclova",1,"Monclova","Blvd. Harold R. Pape 505 Sur","Col. Guadalupe","25750","(866) 631 04 04","http://www.bibliotecapape.org/","","bibliotecapape@mbp.org.mx","",-101.42872,26.90031,"http://sic.gob.mx/ficha.php?table=museo&table_id=898","2021-07-26 05:57:26-05"
470,"Museo Coahuila y Texas","Historia","1993-05-04","Secretaría de Cultura de Coahuila/Ayuntamiento de Monclova",5,"Coahuila de Zaragoza",18,"Monclova",1,"Monclova","Ermita s/n","Sector El Pueblo","25700","(866) 633 46 92","","http://www.sedeturcoahuila.gob.mx/inicio/?p=1156; http://www.comfortinnmonclova.com/esp/coahuilaytexas.htm","museocoahytexas@hotmail.com; arteycultura@monclova.gob.mx","",-101.4155,26.90725,"http://sic.gob.mx/ficha.php?table=museo&table_id=470","2018-09-25 04:50:04-05"
68,"Museo El Polvorín","Historia","1977-08-12","Ayuntamiento de Monclova",5,"Coahuila de Zaragoza",18,"Monclova",1,"Monclova","Ocampo s/n","Centro","25700","(866) 633 17 45","","","museo_elpolvorin@hotmail.com; arteycultura@monclova.gob.mx","",-101.41869,26.89465,"http://sic.gob.mx/ficha.php?table=museo&table_id=68","2018-09-25 05:01:05-05"
1906,"Museo Quinta Julio Galán Romo ","Arte","2016-12-19","Amigos de la Cultura de Múzquiz, A.C.",5,"Coahuila de Zaragoza",20,"Múzquiz",1,"Ciudad Melchor Múzquiz","Adolfo E. Romo 1422 Pte.","La Cascada","26340","(864) 616 65 22","","","amigosdelaculturademuzquiz@gmail.com","museoquintajuliogalan",-101.52465,27.86779,"http://sic.gob.mx/ficha.php?table=museo&table_id=1906","2021-07-26 06:08:27-05"
57,"Museo Histórico de Múzquiz","Historia","1984-11-20","Ayuntamiento de Múzquiz",5,"Coahuila de Zaragoza",20,"Múzquiz",1,"Ciudad Melchor Múzquiz","Hidalgo 205","Centro","26340","(861) 616 69 68","","https://www.facebook.com/Museo-Historico-de-M%C3%BAzquiz-194655494471148/","museomuzquiz@hotmail.com","",-101.51498,27.87655,"http://sic.gob.mx/ficha.php?table=museo&table_id=57","2018-09-24 07:19:55-05"
1840,"Museo de Paleontología de Múzquiz","Ciencia y tecnología","1000-01-01","",5,"Coahuila de Zaragoza",20,"Múzquiz",1,"Ciudad Melchor Múzquiz","5 de mayo 413","Centro","26340","(864) 616 48 00","","https://www.facebook.com/MuseoDeMuzquiz/","","",-101.51702,27.87488,"http://sic.gob.mx/ficha.php?table=museo&table_id=1840","2017-10-25 11:45:52-05"
2140,"Museo Cultural de Nadadores Dr. Américo de la Cruz","","2016-12-12","Sistema Estatal de Museos de Coahuila                                                                      ",5,"Coahuila de Zaragoza",21,"Nadadores",1,"Nadadores","Vicente Guerrero 129 esq. Manuel Acuña","Centro","27550","(866) 638 38 11, 732 44 76","https://www.facebook.com/museoculturaldenadadores/","","americo_de_lacruz@yahoo.com.mx; jvillarrealc@hotmail.com","",-101.59111,27.02608,"http://sic.gob.mx/ficha.php?table=museo&table_id=2140","2021-07-14 05:29:03-05"
1702,"Museo de Ocampo","Historia","1997-06-22","Municipio de Ocampo",5,"Coahuila de Zaragoza",23,"Ocampo",1,"Ocampo","Zaragoza s/n","Centro","27500","869 695 00 80","","","ram_saldana@hotmail.com","",-102.39673,27.31351,"http://sic.gob.mx/ficha.php?table=museo&table_id=1702","2021-04-20 08:33:13-05"
2065,"Museo del Centro Cultural Nancy Cárdenas","","1903-01-01","Secretaría de Cultura del Estado de Coahuila",5,"Coahuila de Zaragoza",24,"Parras",1,"Parras de la Fuente","Allende 202 Pte.","Centro","27980","(842) 422 24 67 ","https://coahuila.gob.mx/#","","segurateniente@hotmail.com","",-102.18313,25.44049,"http://sic.gob.mx/ficha.php?table=museo&table_id=2065","2018-11-20 05:45:05-06"
1822,"Museo del Vino. Casa Madero","Especializado","1970-01-01","Casa Madero, S.A. de C.V.",5,"Coahuila de Zaragoza",24,"Parras",1,"Parras de la Fuente","Carretera Paila-Parras km. 18.5","Hacieda San Lorenzo","27980","(842) 422 0100 ext. 108","","","tienda@madero.com.mx","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1822","2018-06-21 12:58:00-05"
1837,"Museo del Niño El Chapulín","TND","2015-09-01","Gobierno Municipal",5,"Coahuila de Zaragoza",25,"Piedras Negras",1,"Piedras Negras","Zaragoza s/n","Centro","26020","878 108 7936","","","","",-100.5137,28.70509,"http://sic.gob.mx/ficha.php?table=museo&table_id=1837","2021-01-11 05:05:55-06"
1836,"Museo de la Frontera Norte","Historia","2016-06-20","Ayuntamiento de Piedras Negras",5,"Coahuila de Zaragoza",25,"Piedras Negras",1,"Piedras Negras","Abasolo 508","Centro","26000","(878) 782 83 60","","https://www.facebook.com/museofronteranorte/?fref=ts","mfronteranorte@gmail.com","MFronteraNorte",-100.51452,28.70627,"http://sic.gob.mx/ficha.php?table=museo&table_id=1836","2018-09-25 05:49:26-05"
1685,"Museo de Francisco Villa","Historia","2010-11-12","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",28,"Sabinas",1,"Sabinas","Emilio Carranza esq. Gómez Farías","Centro","26700","(861) 612 91 34","","","cultura_sabinas@hotmail.com","",-101.11807,27.84955,"http://sic.gob.mx/ficha.php?table=museo&table_id=1685","2021-07-05 05:49:47-05"
891,"Sala Museográfica del Recinto de Juárez","Historia","1977-03-21","Secretaría de Educación del Estado de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Juárez 186","Centro","25000","(844) 412 54 12","","","berza36@hotmail.com; recintodejuarez.saltillo@hotmail.com","",-100.99959,25.4211,"http://sic.gob.mx/ficha.php?table=museo&table_id=891","2017-03-10 13:51:20-06"
2060,"Salas Carranza","","2013-01-01","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Juárez y Zaragoza s/n","Zona Centro","","(844) 411 8500","","","","",-101.00098,25.42182,"http://sic.gob.mx/ficha.php?table=museo&table_id=2060","2018-10-31 06:11:56-06"
1628,"Recinto del Patrimonio Cultural Universitario","Arte","2007-10-26","Universidad Autónoma de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Hidalgo Norte 211","Centro Histórico","25000","(844) 410 97 05","http://www.recintodelpatrimonioculturaluniversitario.uadec.mx/","","recintouadec@hotmail.com","",-100.99995,25.42241,"http://sic.gob.mx/ficha.php?table=museo&table_id=1628","2017-03-10 13:48:12-06"
1458,"Museo de la Katrina","Arte","2009-11-02","Complejo Museográfico Cultura y Tradiciones en Movimiento/Amigos del Museo de las Catrinas, A.C.",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Allende Sur 720","Centro","25000","(844) 414 31 48","","https://es-la.facebook.com/pg/MuseolaKatrina/about/?ref=page_internal","museodelacatrina@hotmail.com","",-101.00322,25.41658,"http://sic.gob.mx/ficha.php?table=museo&table_id=1458","2021-02-02 03:35:44-06"
1422,"Museo del Palacio","Historia","2009-07-24","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Juárez e Hidalgo s/n, planta baja","Centro","25000","(844) 411 85 00","","http://www.xib.mx/portfolio/museo-del-palacio-saltillo-coahuila-2/","corelaav@outlook.com; minagarlo47@gmail.com","",-101.0009,25.42205,"http://sic.gob.mx/ficha.php?table=museo&table_id=1422","2018-09-25 08:21:38-05"
1304,"Museo de la Cultura Taurina","Especializado","2009-07-25","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Xicoténcatl 283","Centro","25000","(844) 410 20 21","","http://www.sedeturcoahuila.gob.mx/inicio/?p=154","museodelaculturataurina283@gmail.com","",-101.00625,25.42199,"http://sic.gob.mx/ficha.php?table=museo&table_id=1304","2019-09-18 05:39:26-05"
1423,"Museo del Sarape y Trajes Mexicanos","Arte","2008-06-23","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Allende Sur 160","Centro","25000","(844) 481 69 00","","https://es-la.facebook.com/Museo-del-Sarape-y-Trajes-Mexicanos-1555933317964495/","direccion@museodelsarape.com.mx","",-101.00172,25.42099,"http://sic.gob.mx/ficha.php?table=museo&table_id=1423","2018-08-14 05:40:48-05"
1632,"Museo de los Presidentes Coahuilenses ","Historia","2010-10-28","Gobierno del Estado de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo"," Nicolás Bravo Sur 264  esq. Juan Antonio de la Fuente","Centro Histórico","25000","(844) 410 72 51","http://www.museopresidentes.mx","","visitasguiadas@museopresidentes.org.mx ","",-100.99991,25.41985,"http://sic.gob.mx/ficha.php?table=museo&table_id=1632","2018-09-24 07:32:23-05"
1466,"Museo de la Revolución Mexicana","Historia","2010-10-25","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Hidalgo Sur 167","Centro","25000","(844) 410 47 94","","","patrimoniocultural2013@hotmail.com","",-101.00053,25.42039,"http://sic.gob.mx/ficha.php?table=museo&table_id=1466","2019-11-20 05:20:17-06"
1644,"Sala de Arqueología Profr. Carlos Cárdenas Villarreal","Arqueología","2012-08-01","Benemérita Escuela Normal de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Calz. de los Maestros 858","Centro Histórico","25000","(844) 412 82 73","http://www.benc.sepc.edu.mx/museos/index_museos_benc.html","","benc.enlinea@gmail.com","",-101.00803,25.42722,"http://sic.gob.mx/ficha.php?table=museo&table_id=1644","2018-08-03 05:59:49-05"
1424,"Museo del Normalismo","Historia","2008-05-03","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Paseo de los Maestros 836","Centro","25000","(844) 481 68 90","","https://es-la.facebook.com/museo.delnormalismo/","museodelnormalismo@hotmail.com","",-101.0074,25.4266,"http://sic.gob.mx/ficha.php?table=museo&table_id=1424","2019-04-22 05:46:37-05"
1642,"Museo de Catón","Historia","1997-02-27","Particular",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Gral. Cepeda Sur 443","Centro Histórico","25000","844 412 82 12","","http://www.radioconcierto.org.mx/?section=museo","luzmariafuentes@radioconcierto.org.mx","",-100.99962,25.4177,"http://sic.gob.mx/ficha.php?table=museo&table_id=1642","2021-07-29 08:51:32-05"
954,"Museo de Historia Natural Profr. Rafael Bernardo Narro Rodriguez ","Ciencia y tecnología","1867-10-25","Universidad Autónoma de Coahuila/Ateneo Fuente",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Blvd. Venustiano Carranza s/n esq. Av. Universidad","Col. República Ote.","25280","844 415 75 72 ext. 112","","","miguelrdzc@hotmail.com","",-100.99131,25.44041,"http://sic.gob.mx/ficha.php?table=museo&table_id=954","2021-08-11 08:01:54-05"
1643,"Museo de Paleontología de la Benemérita Escuela Normal de Coahuila","Ciencia y tecnología","1909-02-01","Gobierno del Estado de Coahuila/Sistema Estatal de Información Educativa",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Calz. de los Maestros 858","Centro Histórico","25000","(844) 412 82 73","http://www.benc.sepc.edu.mx/museos/index_museos_benc.html","","museosbenc@gmail.com","",-101.00824,25.42714,"http://sic.gob.mx/ficha.php?table=museo&table_id=1643","2019-03-07 08:52:43-06"
1636,"Museo de la  Batalla de la Angostura","Historia","2008-01-14","Patronato del Museo Batalla de la Angostura, A.C.",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Nicolás Bravo 120","Centro Histórico","25000","(844) 410 82 05","","https://www.facebook.com/pages/MUSEO-DE-LA-BATALLA-DE-LA-ANGOSTURA/343073852316","museoangostura.47@gmail.com","",-100.99957,25.42105,"http://sic.gob.mx/ficha.php?table=museo&table_id=1636","2018-09-25 05:26:19-05"
1539,"Museo de Artes Gráficas (MAG)","Arte","2012-03-29","Secretaría de Cultura de Coahuila",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Xicoténcatl 264","Centro","25000","(844) 414 17 81","","","magsaltillo1@gmail.com","",-101.00656,25.42232,"http://sic.gob.mx/ficha.php?table=museo&table_id=1539","2019-08-23 07:03:28-05"
